category,songid,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Electronic/Dance,3FctcCWYKDtUcMDpu83XlF,49,0.63,0.8809999999999999,1,-2.931,0.0743,0.000938,0.0172,0.47,0.354,75.006,4
Electronic/Dance,61MsykwIHSmwOLY2vHlDz6,1,0.617,0.8059999999999999,8,-7.466,0.0266,0.008020000000000001,0.141,0.223,0.462,132.004,4
Electronic/Dance,3eEStD7Va1vlaN5NBEbQmf,67,0.68,0.941,0,-8.093,0.0532,0.000817,0.621,0.0852,0.33799999999999997,124.035,4
Electronic/Dance,6rAObeEFYa8PEuyqj7DH3T,46,0.591,0.708,8,-7.97,0.0348,0.009770000000000001,0.061,0.322,0.19899999999999998,122.03,4
Electronic/Dance,50dL9QwzEEX90mMP2WbbBD,27,0.597,0.852,4,-6.031000000000001,0.0263,0.00024700000000000004,0.00257,0.218,0.695,128.048,4
Electronic/Dance,1PIKl1WZJFPW58ZzcIeY1c,0,0.736,0.955,9,-6.8660000000000005,0.0465,0.00116,0.653,0.0525,0.626,125.022,4
Electronic/Dance,0mhJUThlvhByC4mZm59ewi,0,0.691,0.895,7,-5.648,0.0557,0.0984,0.019,0.11199999999999999,0.5760000000000001,123.955,4
Electronic/Dance,5yNgZfToWkYr5WZvtJqi8W,21,0.7020000000000001,0.981,2,-1.7590000000000001,0.161,0.00302,0.00365,0.0602,0.643,150.017,4
Electronic/Dance,2y7YJZCUabTfkf7yAJYB9i,35,0.693,0.8740000000000001,9,-5.2620000000000005,0.0553,6.500000000000001e-05,0.009640000000000001,0.0676,0.21899999999999997,132.02200000000002,4
Electronic/Dance,05C0Vk4z6UFTSEG5cpIZZt,0,0.758,0.966,7,-6.61,0.0559,8.8e-05,0.924,0.111,0.6940000000000001,124.98899999999999,4
Electronic/Dance,4cQf5VkpbEd10700lRrHR2,48,0.444,0.924,11,-4.217,0.0398,3.9e-05,0.426,0.396,0.299,175.003,4
Electronic/Dance,2UOptj3KDBri5QhcIFphyX,12,0.595,0.7120000000000001,10,-6.879,0.0539,0.0671,0.0,0.102,0.615,170.06,4
Electronic/Dance,1GJYujCdZ9Wph3N2siamNz,55,0.532,0.836,1,-2.6519999999999997,0.0433,0.109,0.0,0.223,0.374,128.149,4
Electronic/Dance,2mJfa0mEGTCGRWRO4dqH4A,45,0.504,0.892,0,-3.3739999999999997,0.0811,0.0308,2e-06,0.382,0.41600000000000004,126.094,3
Electronic/Dance,2XAExGS7uvzh3dqUkqb6dV,48,0.46299999999999997,0.973,5,-4.063,0.107,0.0019,0.0516,0.353,0.125,150.13299999999998,4
Electronic/Dance,7er49jj9LV19VQ1p2huOjt,49,0.583,0.701,7,-4.478,0.0401,0.00018899999999999999,0.894,0.11599999999999999,0.188,124.99,4
Electronic/Dance,6hVmci2ABCIKIHg9rTlhSY,27,0.772,0.8370000000000001,7,-6.872000000000001,0.35700000000000004,0.016,0.565,0.174,0.491,124.948,4
Electronic/Dance,6tPJXUMn1AjvEBqzwTUHOU,66,0.39299999999999996,0.94,6,-3.8939999999999997,0.0718,0.0663,0.00264,0.546,0.293,129.958,4
Electronic/Dance,5ruC149BD4TXLtj1vXxTEt,29,0.9309999999999999,0.488,11,-9.173,0.2,0.0103,0.652,0.107,0.5529999999999999,125.006,4
Electronic/Dance,3y1TbP5maE90LbwUVxptGc,50,0.452,0.9109999999999999,6,-4.419,0.12300000000000001,0.0157,0.0865,0.17,0.149,99.926,4
Electronic/Dance,2vHaXolTO9BhAvocwtrkc3,52,0.893,0.6990000000000001,4,-4.657,0.201,0.0817,0.0566,0.39299999999999996,0.475,125.031,4
Electronic/Dance,2IQB5iBapo0Y37Yc0PtIZc,72,0.6509999999999999,0.76,7,-3.377,0.054000000000000006,0.35100000000000003,0.0,0.151,0.708,96.204,4
Electronic/Dance,2KxC2FpQMuddyCBoRYWfx8,51,0.575,0.975,5,-3.8169999999999997,0.0551,5.1e-05,0.892,0.172,0.0517,126.01899999999999,4
Electronic/Dance,65Ubas7FFZ90FxDh46fNQL,11,0.754,0.632,9,-8.639,0.0404,0.0194,0.873,0.6509999999999999,0.419,124.994,3
Electronic/Dance,5A7X4ZshuOGcnuR4OwD1QQ,64,0.731,0.934,6,-6.962000000000001,0.0667,0.0178,0.375,0.402,0.45899999999999996,123.964,4
Electronic/Dance,6UqRGwjwYL0stXbaodTxwo,72,0.74,0.831,5,-7.321000000000001,0.0456,0.444,0.0030399999999999997,0.0769,0.465,121.03399999999999,4
Electronic/Dance,4hlAmYpvYxHwlrURoAna0Y,49,0.48200000000000004,0.9840000000000001,11,-2.261,0.0488,0.00126,0.0343,0.316,0.175,174.99900000000002,4
Electronic/Dance,2t4cxmF9EVJPqE21oKEazN,41,0.439,0.8420000000000001,2,-3.3339999999999996,0.138,0.0057399999999999994,0.0,0.198,0.19,87.955,4
Electronic/Dance,4rjA5kJJWbwU1prXCvg6Fk,43,0.532,0.517,0,-9.846,0.493,0.547,0.535,0.0854,0.243,186.00099999999998,3
Electronic/Dance,66lA84zzlj88DdcnegOeCn,72,0.789,0.767,9,-4.612,0.0715,0.00812,0.000348,0.10099999999999999,0.635,99.95700000000001,4
Electronic/Dance,1ZmJMiKmOQL75uC2E7Iy6H,47,0.502,0.955,9,-2.6430000000000002,0.0385,0.00249,3e-06,0.441,0.321,131.959,4
Electronic/Dance,6vysuRr9w2PEmRoJFOKmQE,57,0.5720000000000001,0.924,6,-3.639,0.19699999999999998,0.00836,0.0199,0.0961,0.214,154.00799999999998,4
Electronic/Dance,7vDdTswXq16TgSherz1Ksh,17,0.807,0.425,7,-8.452,0.0656,0.0169,0.8909999999999999,0.0614,0.657,125.98700000000001,4
Electronic/Dance,0yRw2ep4jT61gVvJlCJJrM,50,0.888,0.4,7,-11.482999999999999,0.0517,0.00247,0.831,0.0691,0.40299999999999997,121.015,4
Electronic/Dance,1RDEORIdkRxuMb4MedxAQy,4,0.483,0.644,8,-6.024,0.0825,0.129,1.1e-05,0.0967,0.299,127.68,4
Electronic/Dance,2gBQ35qqBE75t00kV221Xy,63,0.6809999999999999,0.768,6,-4.356,0.0774,0.0314,0.0,0.0839,0.718,162.976,4
Electronic/Dance,3YDo9vofdadozleiiPTjUa,55,0.685,0.319,5,-14.189,0.0569,0.657,0.9309999999999999,0.156,0.142,127.001,4
Electronic/Dance,0t8zIi7cwdADvWmkIWE1sp,65,0.76,0.679,10,-7.966,0.0354,0.142,0.0814,0.10099999999999999,0.578,113.98899999999999,4
Electronic/Dance,1BdOpoREtYS2ASvPWyIooU,48,0.7020000000000001,0.72,6,-8.535,0.0398,0.00045999999999999996,0.892,0.264,0.33799999999999997,119.99,4
Electronic/Dance,4k6M2yGPlEE2wONkKdqwZL,21,0.67,0.941,2,-5.231,0.316,0.0302,0.0017399999999999998,0.344,0.633,160.03,4
Electronic/Dance,2rHj3uf6L70JX4sdQZqmj1,63,0.725,0.6759999999999999,5,-6.874,0.0344,0.0256,0.888,0.0445,0.6509999999999999,118.0,4
Electronic/Dance,1gkVziEAUzRL8KglfQZfGL,13,0.741,0.536,9,-7.2989999999999995,0.11800000000000001,0.282,0.0749,0.0583,0.528,94.039,4
Electronic/Dance,2HBanw3xVQSWrdOtPfjsnK,56,0.6759999999999999,0.488,7,-7.455,0.0531,0.121,0.0,0.111,0.168,115.01899999999999,4
Electronic/Dance,3xONR6I5QGWYD3mTJG1q9V,47,0.78,0.861,5,-8.826,0.0393,0.00156,0.8490000000000001,0.157,0.375,123.015,4
Electronic/Dance,2ZdsweqvRBAoFs5c09oJk3,65,0.679,0.825,3,-5.59,0.0307,0.0148,0.318,0.11,0.08800000000000001,110.01100000000001,4
Electronic/Dance,2ZXocYxONZHwRMMv4AmlOG,41,0.755,0.8740000000000001,3,-3.73,0.0489,0.386,0.0037799999999999995,0.0334,0.58,119.97,4
Electronic/Dance,0pHc3Iwm3sYzK7w9sdEuVM,49,0.485,0.785,1,-12.797,0.111,0.0116,0.0141,0.284,0.139,127.916,4
Electronic/Dance,1N8im09LbSw67egv1BBs9U,14,0.569,0.9790000000000001,11,-1.883,0.308,0.0022,0.809,0.76,0.40399999999999997,159.967,4
Electronic/Dance,64zUNPNYxusLnW21zSZ6ZR,61,0.588,0.927,6,-1.78,0.064,0.00293,0.40299999999999997,0.21100000000000002,0.23399999999999999,127.946,4
Electronic/Dance,4gdjZS54vHNBk467zeAqkq,56,0.462,0.9209999999999999,1,-6.577999999999999,0.0421,0.00859,0.00962,0.136,0.40700000000000003,122.985,4
Electronic/Dance,78gd02yyiWj0W80gLSWoDu,32,0.7040000000000001,0.711,2,-5.981,0.11,0.0285,0.00598,0.122,0.182,81.98299999999999,4
Electronic/Dance,2I1zLMd9l50vw0AGcfLbBp,43,0.636,0.9309999999999999,7,-8.95,0.0481,0.00041,0.767,0.0771,0.281,124.99700000000001,4
Electronic/Dance,6Pkxt6qK6kfWcObOP0CemE,25,0.366,0.757,9,-8.11,0.0663,0.000805,0.935,0.293,0.203,126.986,4
Electronic/Dance,6aWiGv6hPG0o3ri7QHNs8t,70,0.557,0.889,0,-4.045,0.0499,0.00011999999999999999,0.000225,0.325,0.18600000000000003,142.015,4
Electronic/Dance,73hXuxdw7ajzT1dxoVPK2f,49,0.15,0.485,0,-6.025,0.036000000000000004,0.0398,3e-06,0.436,0.11,149.52700000000002,4
Electronic/Dance,2Tr6aaNlLYXGA3jCtRwd3u,33,0.391,0.992,7,-2.943,0.218,0.0137,0.7829999999999999,0.32,0.209,126.169,4
Electronic/Dance,1IwQYbDyEu6OphzteSo8vi,52,0.585,0.6679999999999999,7,-4.415,0.12,0.23800000000000002,0.0,0.0927,0.263,127.829,4
Electronic/Dance,7gsBhmfWBTt1SbizSDL1xf,50,0.9,0.397,8,-10.234,0.0556,0.38799999999999996,0.665,0.5820000000000001,0.42100000000000004,128.02100000000002,4
Electronic/Dance,0Aze1X5OiwXYP22SzEa3kK,24,0.7959999999999999,0.961,7,-5.825,0.0682,8.2e-05,0.9059999999999999,0.36200000000000004,0.636,126.00299999999999,4
Electronic/Dance,1vpmgSYyCTsfWM2WG1eC2L,62,0.594,0.9009999999999999,5,-1.9509999999999998,0.0447,0.0438,0.0,0.425,0.45399999999999996,125.995,4
Electronic/Dance,2UsnjLHBKPaaRjZiWYUCpj,59,0.581,0.617,0,-4.973,0.0346,0.5660000000000001,2e-06,0.0679,0.196,114.887,4
Electronic/Dance,5EHOyqMPGToXdAG4xAfXy1,9,0.575,0.904,0,-6.471,0.0381,3.9e-05,0.85,0.0503,0.113,125.001,4
Electronic/Dance,2vBZIh9h334in85lyF1sG6,0,0.638,0.925,0,-7.3839999999999995,0.0635,0.00969,0.7170000000000001,0.13699999999999998,0.381,124.01100000000001,4
Electronic/Dance,2BteOLohbezhWQm3tgcxy3,32,0.593,0.976,11,-1.208,0.134,0.0056700000000000006,0.573,0.163,0.45399999999999996,174.00099999999998,4
Electronic/Dance,3UyitdoEXLZwvHQK4rAIlB,28,0.8029999999999999,0.7809999999999999,1,-7.777,0.0523,8.3e-05,0.22,0.055,0.375,124.012,4
Electronic/Dance,2UBFEOibKiA5JnO84nZAJm,42,0.679,0.7609999999999999,8,-7.501,0.0343,0.0606,0.9,0.635,0.452,117.98700000000001,4
Electronic/Dance,0HT6YGHjXKNvnTjGGtur3j,62,0.517,0.828,8,-5.648,0.0482,9.7e-05,0.841,0.41100000000000003,0.0567,128.077,4
Electronic/Dance,0r972Zo51Zod1AtKCeB3Lr,36,0.6609999999999999,0.7979999999999999,6,-7.587999999999999,0.032,0.000839,0.8320000000000001,0.10800000000000001,0.182,125.027,4
Electronic/Dance,7IcVPUW4FqVo2lai1TijPC,39,0.902,0.7959999999999999,1,-7.6610000000000005,0.23,0.00303,0.851,0.129,0.34299999999999997,127.007,4
Electronic/Dance,0KopY8JfdLH6HX7M4MNYvR,30,0.527,0.985,1,-1.5119999999999998,0.0965,0.0142,0.897,0.35700000000000004,0.0386,174.03,4
Electronic/Dance,1v4LxhKYxtNoVkkuZntrK1,46,0.466,0.737,7,-9.98,0.0396,6.3e-05,0.0113,0.145,0.19699999999999998,124.031,4
Electronic/Dance,7bt8Iz3CACv48pRefYo0Qa,47,0.55,0.9890000000000001,1,-3.6210000000000004,0.067,0.00503,0.866,0.48700000000000004,0.522,150.035,4
Electronic/Dance,2PYfzuUV1OWMDurwijQHNW,50,0.88,0.797,1,-5.21,0.0786,0.0334,0.0236,0.335,0.7609999999999999,120.991,4
Electronic/Dance,40MkEbKzuSW9ET6HBngqnK,27,0.747,0.877,9,-3.782,0.0664,0.0375,0.000833,0.233,0.763,107.991,4
Electronic/Dance,3W71YbBGbRh83vUPY1RNzC,56,0.647,0.8290000000000001,7,-8.584,0.107,0.0233,0.204,0.159,0.095,121.98899999999999,4
Electronic/Dance,6ycTlP4Du3XtJj4dNgOpZO,43,0.78,0.515,11,-8.129,0.0438,0.000925,0.00448,0.0814,0.9009999999999999,125.00399999999999,4
Electronic/Dance,59wlTaYOL5tDUgXnbBQ3my,71,0.515,0.6629999999999999,7,-7.896,0.0328,0.179,0.6679999999999999,0.494,0.0858,120.024,4
Electronic/Dance,6UC2IrzMf97GKDK4roekrj,55,0.6459999999999999,0.522,0,-7.417000000000001,0.0653,0.0345,0.000225,0.128,0.25,140.035,4
Electronic/Dance,7wzTt0w64lXD4OKyMOfwOD,45,0.435,0.941,2,-4.415,0.0387,0.0124,0.168,0.5660000000000001,0.32799999999999996,128.004,4
Electronic/Dance,6KCSs9D91hFU81hzhtZo7o,39,0.436,0.9540000000000001,11,-2.306,0.0486,0.0019399999999999999,0.8959999999999999,0.244,0.419,174.976,4
Electronic/Dance,485HJWowHE0SCkwaYeXkDn,29,0.795,0.64,7,-10.833,0.057,0.0102,0.858,0.124,0.327,122.005,4
Electronic/Dance,529kIIEw9FFXBjkuHrhc48,47,0.657,0.691,6,-11.094000000000001,0.0533,0.00296,0.898,0.086,0.691,130.004,4
Electronic/Dance,5rLBXZY0mtISp87HaGuZFp,45,0.45799999999999996,0.976,1,-1.7590000000000001,0.0458,0.008790000000000001,0.111,0.151,0.149,174.05700000000002,4
Electronic/Dance,1dLql8lMKtFqKmf7ydmGyf,31,0.7070000000000001,0.8490000000000001,5,-7.325,0.0666,0.0318,0.8959999999999999,0.0931,0.254,124.954,4
Electronic/Dance,3CDDVh8Hq6Vz0zWgvsZVAr,54,0.5539999999999999,0.8690000000000001,7,-4.769,0.0471,0.00925,0.000492,0.35600000000000004,0.12,150.14600000000002,4
Electronic/Dance,6TUwKZZTGqEDYQb9W3dPf4,56,0.674,0.8690000000000001,7,-4.758,0.0417,0.000667,0.604,0.0652,0.0729,127.802,4
Electronic/Dance,6up28kSwDtXNk4uxk2JD6F,54,0.664,0.9670000000000001,1,-2.062,0.287,0.0156,0.000132,0.0674,0.589,150.003,4
Electronic/Dance,6KqC7YNOcqYh5J5cNb1gbw,48,0.805,0.7290000000000001,6,-9.361,0.0386,0.508,0.919,0.10300000000000001,0.605,123.00299999999999,4
Electronic/Dance,7pu71P9Vja2XEym0RTpZrX,55,0.649,0.976,2,-3.208,0.115,0.0121,0.0261,0.326,0.34700000000000003,109.985,4
Electronic/Dance,6rDBRNVPEHVWUCkDrUVY5a,53,0.371,0.866,6,-4.202,0.102,0.0311,0.856,0.426,0.11,98.836,5
Electronic/Dance,2e1Ltk9jSmOifJM7izTHsW,49,0.40700000000000003,0.828,2,-4.113,0.0365,0.0405,0.10099999999999999,0.462,0.138,149.89,4
Electronic/Dance,3s2eG9xSDGyd705tT0hD43,26,0.757,0.867,0,-2.529,0.0362,0.0841,0.0992,0.125,0.518,125.962,4
Electronic/Dance,4c6Pf3KmBLorwRP5zse7JF,35,0.68,0.8029999999999999,4,-5.437,0.0424,0.00505,0.621,0.381,0.27699999999999997,127.99600000000001,4
Electronic/Dance,26ZC396ABpfS0MIbOetGEV,42,0.326,0.795,9,-2.773,0.0419,0.0182,0.0,0.35600000000000004,0.431,81.91199999999999,4
Electronic/Dance,0c6xIDDpzE81m2q797ordA,61,0.845,0.721,7,-4.188,0.0464,0.0861,0.00859,0.08199999999999999,0.196,122.958,4
Electronic/Dance,2rh6JjMcfM2xs3Di8sO0o5,59,0.735,0.59,6,-9.238,0.0541,0.315,0.252,0.0804,0.131,100.036,4
Electronic/Dance,5QjJgPU8AJeickx34f7on6,67,0.605,0.873,1,-5.938,0.0344,0.0534,0.8370000000000001,0.314,0.47,126.02600000000001,4
Electronic/Dance,1LGKBU1sGrGabC5c8gzBuj,36,0.6609999999999999,0.894,10,-6.462999999999999,0.0623,0.0773,0.9620000000000001,0.07,0.552,121.986,4
Electronic/Dance,12mGwph2YzDIlChtq3EdXP,80,0.636,0.953,2,-3.74,0.0353,0.0244,0.0164,0.10800000000000001,0.397,142.011,4
Electronic/Dance,2S4MJ7mQM725upW6egRBwo,45,0.7070000000000001,0.741,1,-3.923,0.0689,0.000149,0.6679999999999999,0.654,0.401,139.934,4
Electronic/Dance,1zyMwU1NtRDkuQWthUbGsL,66,0.218,0.46399999999999997,7,-9.013,0.0335,0.0335,0.9620000000000001,0.122,0.0399,139.32,4
Electronic/Dance,50fc3LbCTPIA3ivKQo0TY0,46,0.6890000000000001,0.9129999999999999,7,-6.9239999999999995,0.11699999999999999,0.024,0.16699999999999998,0.185,0.524,123.00200000000001,4
Electronic/Dance,7AB1mTaUoEDV8RVQOHToUk,29,0.478,0.878,1,-3.431,0.0403,0.0431,1.9e-05,0.0719,0.299,149.671,4
Electronic/Dance,091RQyg80G5cv9KeYAG51x,54,0.569,0.892,5,-6.105,0.069,0.0009140000000000001,0.8440000000000001,0.29600000000000004,0.324,126.0,4
Electronic/Dance,30cjLreSF4Xq0uAB89i2Ac,54,0.731,0.818,2,-6.671,0.0479,0.0094,0.37799999999999995,0.20199999999999999,0.358,128.04,4
Electronic/Dance,6lGDi6YuuRJ1PDqRPEfh81,42,0.638,0.965,8,-3.9730000000000003,0.249,0.00288,0.377,0.878,0.335,125.99799999999999,4
Electronic/Dance,4yeWP0EabOteKT2MzPyeJ8,15,0.654,0.7809999999999999,1,-4.628,0.0514,0.496,0.0,0.10400000000000001,0.6990000000000001,152.013,4
Electronic/Dance,0dzeBITohVb95ZggydL4nK,57,0.8590000000000001,0.9570000000000001,11,-1.621,0.0741,0.0264,0.7170000000000001,0.183,0.0771,128.016,4
Electronic/Dance,3KEADxyy9zD4t7DkWOD6XH,58,0.698,0.9159999999999999,7,-2.9139999999999997,0.0699,0.0624,0.0041,0.11,0.32799999999999996,129.989,4
Electronic/Dance,1Hk0QRlUFCHYG6zIvUh0Xd,73,0.583,0.748,6,-4.798,0.0292,0.00695,0.0241,0.22,0.23399999999999999,142.029,4
Electronic/Dance,20WpHbpc5tm44NXfxi6Fq9,35,0.682,0.561,9,-9.916,0.0406,0.0704,0.934,0.0852,0.18100000000000002,109.995,4
Electronic/Dance,3IkFOsHO0kcGEiafewYOUV,46,0.8029999999999999,0.96,10,-5.775,0.0555,0.0006129999999999999,0.91,0.0798,0.5920000000000001,124.006,4
Electronic/Dance,6G4THRgM0UpFSABjuYrG2u,52,0.78,0.5770000000000001,11,-8.077,0.133,0.048,0.85,0.132,0.163,118.01299999999999,4
Electronic/Dance,6YKW4wcIDefjPzaB5XEpeS,33,0.669,0.9329999999999999,6,-6.045,0.0409,0.000471,0.285,0.297,0.442,123.985,4
Electronic/Dance,5ILu3mqn24uAxat6j9GXKV,58,0.466,0.93,4,-2.555,0.0627,0.0707,0.0009,0.33,0.134,129.99,4
Electronic/Dance,5V1M0CUEDfj5HO2KEiFEl8,46,0.5710000000000001,0.9259999999999999,1,-4.314,0.337,0.0121,1e-06,0.21600000000000003,0.162,75.04,4
Electronic/Dance,5EKfncUW38wRbPdhBUVazx,51,0.679,0.789,1,-6.601,0.0599,0.000549,0.266,0.0913,0.0809,149.981,4
Electronic/Dance,7KySzxMUA8cNRBem9hKKaA,0,0.652,0.716,8,-11.382,0.0585,0.0151,0.8270000000000001,0.113,0.401,104.00200000000001,4
Electronic/Dance,2CgOd0Lj5MuvOqzqdaAXtS,75,0.276,0.7959999999999999,0,-4.499,0.0579,0.00293,0.0,0.184,0.27399999999999997,199.52599999999998,4
Electronic/Dance,7npuXU3BT0VioJ6DA1sTxZ,33,0.478,0.748,4,-4.5889999999999995,0.226,0.0851,0.0,0.10400000000000001,0.23199999999999998,159.773,4
Electronic/Dance,1hHUNpjIh01fiHq1M3H80B,53,0.513,0.855,5,-4.362,0.039,0.0014,0.6779999999999999,0.435,0.0983,125.992,4
Electronic/Dance,1v07K6OsaUuhyqf9Z2KBOk,66,0.603,0.9309999999999999,8,-3.967,0.0722,0.00594,0.141,0.257,0.524,125.021,4
Electronic/Dance,3WsqxzFAxXhLyzqMCrsUjT,56,0.65,0.9470000000000001,2,-4.971,0.0375,0.000678,0.85,0.0546,0.122,120.01100000000001,4
Electronic/Dance,5nKnfKcH9r2Wt33RhRWXhr,48,0.6709999999999999,0.871,2,-4.751,0.141,0.000647,0.247,0.44799999999999995,0.35,128.043,4
Electronic/Dance,458YQBBWYQMhvFf6Coho3a,44,0.66,0.919,0,-2.747,0.0374,0.0141,0.0701,0.079,0.183,145.02700000000002,4
Electronic/Dance,3hr8AClhVJRW5y5imPp8Ss,37,0.542,0.696,5,-5.352,0.0479,0.00145,0.7759999999999999,0.594,0.16699999999999998,174.00599999999997,4
Electronic/Dance,3DqiRg6o1Sow9aC4zi7Pl1,32,0.527,0.924,0,-9.073,0.0341,0.00216,0.9159999999999999,0.0345,0.544,125.99600000000001,4
Electronic/Dance,6SxhMVIqpdEOf9jVzgfQJZ,51,0.685,0.364,3,-13.038,0.053,0.7509999999999999,0.16399999999999998,0.19,0.349,129.908,4
Electronic/Dance,7cW2rDoxZMGI5cyBg8GY9z,66,0.546,0.8959999999999999,11,-4.681,0.0288,0.00124,0.000153,0.138,0.27399999999999997,90.02799999999999,4
Electronic/Dance,4CRvXmp3xs3LCjFh7u058r,55,0.384,0.765,1,-1.8259999999999998,0.0522,0.602,0.000266,0.19699999999999998,0.41600000000000004,83.454,4
Electronic/Dance,4yiEN32fqteGfnZlWkJuwS,0,0.737,0.847,9,-6.296,0.0715,0.00010400000000000001,0.0909,0.0345,0.72,122.008,4
Electronic/Dance,6nmnsluV9lRLppzsNqDdLm,45,0.599,0.8859999999999999,4,-2.511,0.11199999999999999,0.00128,0.565,0.332,0.177,128.029,4
Electronic/Dance,5J8MYIQP2xH4PZqAaZ70DM,44,0.718,0.9520000000000001,1,-6.212999999999999,0.0593,0.0571,0.882,0.0708,0.887,125.008,4
Electronic/Dance,3fDgxdcf0jeJgGiZJGUmyK,58,0.813,0.983,1,-5.515,0.153,0.0017699999999999999,0.546,0.502,0.763,125.007,4
Electronic/Dance,0mwZENgaJ57B8B9cs02StS,25,0.5870000000000001,0.81,0,-7.184,0.0419,0.00108,0.0011300000000000001,0.324,0.5489999999999999,131.998,4
Electronic/Dance,2v6nEmqTRR4e1feHi8LLtp,64,0.6559999999999999,0.987,0,-2.26,0.0353,0.0225,0.38799999999999996,0.0629,0.528,127.993,4
Electronic/Dance,7guGuMsq6S4Y6jxXf7T5nM,0,0.575,0.87,0,-5.189,0.0853,0.0231,0.418,0.141,0.0612,175.024,4
Electronic/Dance,0gahmokctHhYjyR3ZUGr7L,61,0.687,0.843,9,-2.9739999999999998,0.0312,0.20800000000000002,0.000917,0.0751,0.35600000000000004,126.012,4
Electronic/Dance,2XifeT4RLQS1HaqdgiXzd7,54,0.66,0.853,8,-3.4560000000000004,0.12,0.0517,0.0756,0.0382,0.489,128.007,4
Electronic/Dance,05D18gNXMcg2UIV40AA0hx,40,0.524,0.987,8,-2.972,0.23800000000000002,0.0151,0.62,0.261,0.28,174.03400000000002,4
Electronic/Dance,34sgqIH2p9iSHpkk8wyFM3,51,0.47200000000000003,0.81,5,-2.988,0.0369,0.0273,5e-06,0.364,0.273,150.02,4
Electronic/Dance,6VcVJ7YddkP6elt9Ym8c50,61,0.765,0.943,0,-5.359,0.0631,0.22,0.0995,0.0472,0.693,123.96,4
Electronic/Dance,64BbRFQBFPpSKhmCZ5w7K1,63,0.5539999999999999,0.884,4,-3.548,0.10800000000000001,0.04,0.000225,0.132,0.218,128.036,4
Electronic/Dance,0nGyZIGnnkSB1hVFjqngI0,25,0.49700000000000005,0.884,11,-6.697,0.0997,0.0015400000000000001,0.705,0.102,0.161,121.999,4
Electronic/Dance,5bEbsNf8bQ40wxPng5brkS,37,0.5770000000000001,0.9470000000000001,5,-4.474,0.102,0.0036799999999999997,0.782,0.0872,0.615,174.99,4
Electronic/Dance,1v9wjK3dYVsn4ch1XWnzp6,33,0.615,0.988,6,-5.662000000000001,0.0436,5e-06,0.9009999999999999,0.34700000000000003,0.271,133.99,4
Electronic/Dance,6x7r0lpyqxBKGq8J7LFMeu,66,0.506,0.726,5,-5.9639999999999995,0.0366,0.0030800000000000003,8.1e-05,0.266,0.266,128.04399999999998,4
Electronic/Dance,4TmwuMVty1K2qBJnYFpnNs,56,0.758,0.828,2,-3.323,0.0272,0.0857,0.885,0.151,0.11900000000000001,99.976,4
Electronic/Dance,51TcVUJY6FC8rg7yCuBoAo,66,0.575,0.878,0,-4.421,0.0504,0.0168,0.000138,0.154,0.34600000000000003,122.10600000000001,4
Electronic/Dance,0YZcihdQXA3OPyANkuuSX2,52,0.534,0.588,0,-12.818,0.0431,0.00035099999999999997,4e-06,0.129,0.214,126.98700000000001,4
Electronic/Dance,6FZxQRHO2nup8Uarjs9ctN,30,0.68,0.96,11,-5.655,0.10800000000000001,0.00109,0.0245,0.247,0.705,125.0,4
Electronic/Dance,0YPxMqMVkhQzjpPeA29vHq,33,0.467,0.929,1,-6.893,0.0474,0.000256,0.89,0.172,0.19,136.996,4
Electronic/Dance,3cGCvS7Pt3tH5kmm2mhGai,52,0.5760000000000001,0.9,8,-3.847,0.085,0.006690000000000001,0.6659999999999999,0.9440000000000001,0.153,153.975,4
Electronic/Dance,5CHYz5bqF4tKlH2tn2DEnb,33,0.8320000000000001,0.326,6,-9.204,0.16399999999999998,0.539,1e-06,0.0907,0.46399999999999997,122.072,4
Electronic/Dance,1S4gkKMlNAHuYwI4jfV8G4,67,0.657,0.8859999999999999,7,-4.107,0.0861,0.0017399999999999998,0.0863,0.2,0.0596,130.016,4
Electronic/Dance,0dBHvD8QouT46NffAIDqJb,24,0.8079999999999999,0.6709999999999999,2,-12.397,0.0907,0.00943,0.845,0.10400000000000001,0.158,119.995,4
Electronic/Dance,5F5RLFd53KaFaqFOlhBoZN,6,0.562,0.9229999999999999,2,-4.427,0.0378,0.00233,0.198,0.171,0.0907,99.98899999999999,4
Electronic/Dance,05Py3s5QEjuLPbXEP8zlF5,29,0.767,0.9940000000000001,7,-7.057,0.055,2.1e-05,0.894,0.166,0.218,126.00200000000001,4
Electronic/Dance,0NYmQAHfHlG18sFYRLcQ8b,47,0.478,0.556,4,-11.399000000000001,0.0322,0.94,0.693,0.35,0.0393,135.982,4
Electronic/Dance,6q5TL1aNc8yINswnkG3dMq,51,0.643,0.945,0,-4.737,0.0534,0.000459,0.324,0.0493,0.75,125.015,4
Electronic/Dance,6SDdaZBW69QFZUgpzyPK46,51,0.65,0.337,5,-11.185,0.153,0.278,0.9079999999999999,0.0846,0.17,119.867,4
Electronic/Dance,2NveXF9vTNYsNuR5BZStWm,52,0.48200000000000004,0.705,9,-9.08,0.13,0.18600000000000003,0.76,0.0836,0.17800000000000002,179.761,4
Electronic/Dance,3p4tKwFHU0HWt8SiEvbnJn,51,0.519,0.777,7,-3.8310000000000004,0.0613,0.424,4e-06,0.21,0.23,126.167,4
